@attribute name string
@attribute pcm_LOGenergy_sma_maxPos numeric
@attribute emotion {sadness,neutral,joy,anger}


@Data
'fixed_1 Liudesys_15',3.200000e+02,sadness
'fixed_7 Pyktis_48',2.400000e+02,anger
'fixed_1 Liudesys_16',6.700000e+01,sadness
'fixed_5 Dziaugsmas_96',2.790000e+02,joy
'fixed_1 Liudesys_17',7.400000e+01,sadness
'fixed_7 Pyktis_49',2.160000e+02,anger
'fixed_7 Pyktis_50',1.380000e+02,anger
'fixed_1 Liudesys_18',1.540000e+02,sadness
'fixed_2 Pyktis_47',3.240000e+02,anger
'fixed_2 Pyktis_48',1.320000e+02,anger
'fixed_1 Liudesys_19',1.810000e+02,sadness
'fixed_7 Pyktis_51',3.660000e+02,anger
'fixed_1 Liudesys_20',1.170000e+02,sadness
'fixed_7 Pyktis_52',3.760000e+02,anger
'fixed_2 Pyktis_49',1.740000e+02,anger
'fixed_5 Dziaugsmas_97',2.740000e+02,joy
'fixed_1 Liudesys_21',4.800000e+01,sadness
'fixed_2 Pyktis_50',3.880000e+02,anger
'fixed_1 Liudesys_22',2.930000e+02,sadness
'fixed_7 Pyktis_53',2.910000e+02,anger
'fixed_2 Pyktis_51',1.870000e+02,anger
'fixed_5 Dziaugsmas_98',5.100000e+01,joy
'fixed_2 Pyktis_52',2.220000e+02,anger
'fixed_1 Liudesys_23',1.010000e+02,sadness
'fixed_5 Dziaugsmas_99',1.690000e+02,joy
'fixed_2 Pyktis_53',3.310000e+02,anger
'fixed_1 Liudesys_24',1.550000e+02,sadness
'fixed_2 Pyktis_54',2.420000e+02,anger
'fixed_7 Pyktis_54',3.490000e+02,anger
'fixed_2 Pyktis_55',1.520000e+02,anger
'fixed_5 Liudesys_01',1.700000e+02,sadness
'fixed_2 Pyktis_56',9.400000e+01,anger
'fixed_1 Liudesys_25',8.600000e+01,sadness
'fixed_7 Pyktis_55',7.300000e+01,anger
'fixed_5 Liudesys_02',1.480000e+02,sadness
'fixed_1 Liudesys_26',2.350000e+02,sadness
'fixed_2 Pyktis_57',2.000000e+02,anger
'fixed_7 Pyktis_56',1.730000e+02,anger
'fixed_1 Liudesys_27',8.600000e+01,sadness
'fixed_2 Pyktis_58',3.730000e+02,anger
'fixed_1 Liudesys_28',1.460000e+02,sadness
'fixed_7 Pyktis_57',2.570000e+02,anger
'fixed_1 Liudesys_29',3.120000e+02,sadness
'fixed_2 Pyktis_59',2.000000e+02,anger
'fixed_1 Liudesys_30',1.260000e+02,sadness
'fixed_7 Pyktis_58',3.680000e+02,anger
'fixed_1 Liudesys_31',4.000000e+01,sadness
'fixed_7 Pyktis_59',4.230000e+02,anger
'fixed_7 Pyktis_60',1.790000e+02,anger
'fixed_2 Pyktis_60',1.040000e+02,anger
'fixed_7 Pyktis_61',1.520000e+02,anger
'fixed_5 Liudesys_03',3.600000e+01,sadness
'fixed_1 Liudesys_32',2.200000e+01,sadness
'fixed_2 Pyktis_61',2.380000e+02,anger
'fixed_7 Pyktis_62',3.450000e+02,anger
'fixed_5 Liudesys_04',1.080000e+02,sadness
'fixed_1 Liudesys_33',1.880000e+02,sadness
'fixed_2 Pyktis_62',3.310000e+02,anger
'fixed_1 Liudesys_34',3.460000e+02,sadness
'fixed_5 Liudesys_05',6.700000e+01,sadness
'fixed_1 Liudesys_35',6.300000e+01,sadness
'fixed_5 Liudesys_06',4.400000e+01,sadness
'fixed_7 Pyktis_63',8.200000e+01,anger
'fixed_1 Liudesys_36',3.500000e+01,sadness
'fixed_2 Pyktis_63',1.120000e+02,anger
'fixed_1 Liudesys_37',1.610000e+02,sadness
'fixed_2 Pyktis_64',2.590000e+02,anger
'fixed_7 Pyktis_64',3.490000e+02,anger
'fixed_1 Liudesys_38',9.800000e+01,sadness
'fixed_5 Liudesys_07',1.870000e+02,sadness
'fixed_7 Pyktis_65',1.280000e+02,anger
'fixed_1 Liudesys_39',1.740000e+02,sadness
'fixed_5 Liudesys_08',1.850000e+02,sadness
'fixed_2 Pyktis_65',1.640000e+02,anger
'fixed_1 Liudesys_40',1.630000e+02,sadness
'fixed_7 Pyktis_66',1.120000e+02,anger
'fixed_5 Liudesys_09',1.620000e+02,sadness
'fixed_2 Pyktis_66',9.100000e+01,anger
'fixed_1 Liudesys_41',2.130000e+02,sadness
'fixed_2 Pyktis_67',1.940000e+02,anger
'fixed_1 Liudesys_42',1.680000e+02,sadness
'fixed_7 Pyktis_67',2.320000e+02,anger
'fixed_2 Pyktis_68',2.580000e+02,anger
'fixed_1 Liudesys_43',1.200000e+02,sadness
'fixed_7 Pyktis_68',4.360000e+02,anger
'fixed_2 Pyktis_69',3.070000e+02,anger
'fixed_5 Liudesys_10',6.800000e+01,sadness
'fixed_7 Pyktis_69',4.370000e+02,anger
'fixed_1 Liudesys_44',2.160000e+02,sadness
'fixed_1 Liudesys_45',2.020000e+02,sadness
'fixed_2 Pyktis_70',2.640000e+02,anger
'fixed_5 Liudesys_100',2.990000e+02,sadness
'fixed_1 Liudesys_46',1.450000e+02,sadness
'fixed_7 Pyktis_70',9.800000e+01,anger
'fixed_2 Pyktis_71',3.420000e+02,anger
'fixed_7 Pyktis_71',3.770000e+02,anger
'fixed_1 Liudesys_47',4.500000e+01,sadness
'fixed_7 Pyktis_72',2.050000e+02,anger
'fixed_5 Liudesys_11',3.100000e+01,sadness
'fixed_1 Liudesys_48',1.670000e+02,sadness
'fixed_2 Pyktis_72',2.100000e+02,anger
'fixed_1 Liudesys_49',7.700000e+01,sadness
'fixed_7 Pyktis_73',3.690000e+02,anger
'fixed_2 Pyktis_73',1.110000e+02,anger
'fixed_7 Pyktis_74',3.700000e+02,anger
'fixed_1 Liudesys_50',1.900000e+01,sadness
'fixed_7 Pyktis_75',3.450000e+02,anger
'fixed_2 Pyktis_74',1.570000e+02,anger
'fixed_7 Pyktis_76',3.530000e+02,anger
'fixed_5 Liudesys_12',5.900000e+01,sadness
'fixed_1 Liudesys_51',5.500000e+01,sadness
'fixed_2 Pyktis_75',1.160000e+02,anger
'fixed_7 Pyktis_77',3.910000e+02,anger
'fixed_1 Liudesys_52',1.580000e+02,sadness
'fixed_2 Pyktis_76',3.020000e+02,anger
'fixed_7 Pyktis_78',5.100000e+01,anger
'fixed_1 Liudesys_53',3.700000e+01,sadness
'fixed_1 Liudesys_54',1.260000e+02,sadness
'fixed_2 Pyktis_77',1.300000e+02,anger
'fixed_5 Liudesys_13',1.150000e+02,sadness
'fixed_1 Liudesys_55',6.900000e+01,sadness
'fixed_7 Pyktis_79',3.740000e+02,anger
'fixed_2 Pyktis_78',1.210000e+02,anger
'fixed_7 Pyktis_80',4.140000e+02,anger
'fixed_1 Liudesys_56',1.860000e+02,sadness
'fixed_2 Pyktis_79',3.750000e+02,anger
'fixed_5 Liudesys_14',5.100000e+01,sadness
'fixed_1 Liudesys_57',2.190000e+02,sadness
'fixed_7 Pyktis_81',2.410000e+02,anger
'fixed_1 Liudesys_58',3.090000e+02,sadness
'fixed_1 Liudesys_59',1.970000e+02,sadness
'fixed_7 Pyktis_82',9.600000e+01,anger
'fixed_5 Liudesys_15',1.770000e+02,sadness
'fixed_7 Pyktis_83',1.370000e+02,anger
'fixed_2 Pyktis_80',2.540000e+02,anger
'fixed_1 Liudesys_60',1.380000e+02,sadness
'fixed_7 Pyktis_84',4.300000e+01,anger
'fixed_1 Liudesys_61',8.000000e+01,sadness
'fixed_5 Liudesys_16',6.400000e+01,sadness
'fixed_2 Pyktis_81',3.000000e+02,anger
'fixed_7 Pyktis_85',4.570000e+02,anger
'fixed_1 Liudesys_62',1.700000e+02,sadness
'fixed_1 Liudesys_63',6.800000e+01,sadness
'fixed_5 Liudesys_17',6.800000e+01,sadness
'fixed_2 Pyktis_82',1.290000e+02,anger
'fixed_7 Pyktis_86',3.600000e+02,anger
'fixed_1 Liudesys_64',6.500000e+01,sadness
'fixed_2 Pyktis_83',1.060000e+02,anger
'fixed_5 Liudesys_18',1.620000e+02,sadness
'fixed_1 Liudesys_65',1.030000e+02,sadness
'fixed_7 Pyktis_87',3.490000e+02,anger
'fixed_2 Pyktis_84',3.330000e+02,anger
'fixed_7 Pyktis_88',3.500000e+02,anger
'fixed_1 Liudesys_66',1.020000e+02,sadness
'fixed_2 Pyktis_85',4.730000e+02,anger
'fixed_7 Pyktis_89',3.100000e+02,anger
'fixed_7 Pyktis_90',4.000000e+01,anger
'fixed_7 Pyktis_91',2.650000e+02,anger
'fixed_7 Pyktis_92',1.630000e+02,anger
'fixed_7 Pyktis_93',4.070000e+02,anger
'fixed_5 Liudesys_19',1.990000e+02,sadness
'fixed_1 Liudesys_67',1.120000e+02,sadness
'fixed_7 Pyktis_94',3.280000e+02,anger
'fixed_2 Pyktis_86',1.300000e+02,anger
'fixed_1 Liudesys_68',3.510000e+02,sadness
'fixed_5 Liudesys_20',2.070000e+02,sadness
'fixed_1 Liudesys_69',3.130000e+02,sadness
'fixed_2 Pyktis_87',1.540000e+02,anger
'fixed_7 Pyktis_95',3.380000e+02,anger
'fixed_1 Liudesys_70',1.410000e+02,sadness
'fixed_2 Pyktis_88',2.350000e+02,anger
'fixed_5 Liudesys_21',5.900000e+01,sadness
'fixed_1 Liudesys_71',8.400000e+01,sadness
'fixed_7 Pyktis_96',3.340000e+02,anger
'fixed_2 Pyktis_89',4.390000e+02,anger
'fixed_1 Liudesys_72',8.100000e+01,sadness
'fixed_7 Pyktis_97',3.280000e+02,anger
'fixed_7 Pyktis_98',3.800000e+01,anger
'fixed_2 Pyktis_90',9.200000e+01,anger
'fixed_5 Liudesys_22',2.220000e+02,sadness
'fixed_7 Pyktis_99',2.700000e+01,anger
'fixed_2 Pyktis_91',2.030000e+02,anger
'fixed_5 Liudesys_23',9.100000e+01,sadness
'fixed_2 Pyktis_92',1.500000e+02,anger
'fixed_1 Liudesys_73',5.800000e+01,sadness
'fixed_2 Pyktis_93',2.870000e+02,anger
'fixed_1 Liudesys_74',1.430000e+02,sadness
'fixed_8 Dziaugsmas_01',2.440000e+02,joy
'fixed_2 Pyktis_94',2.710000e+02,anger
'fixed_5 Liudesys_24',1.220000e+02,sadness
'fixed_1 Liudesys_75',3.160000e+02,sadness
'fixed_2 Pyktis_95',1.250000e+02,anger
'fixed_1 Liudesys_76',2.640000e+02,sadness
'fixed_5 Liudesys_25',8.300000e+01,sadness
'fixed_8 Dziaugsmas_02',2.060000e+02,joy
'fixed_8 Dziaugsmas_03',7.700000e+01,joy
'fixed_2 Pyktis_96',1.340000e+02,anger
'fixed_5 Liudesys_26',3.600000e+01,sadness
'fixed_8 Dziaugsmas_04',2.410000e+02,joy
'fixed_1 Liudesys_77',7.500000e+01,sadness
'fixed_2 Pyktis_97',3.250000e+02,anger
'fixed_8 Dziaugsmas_05',8.500000e+01,joy
'fixed_1 Liudesys_78',1.540000e+02,sadness
'fixed_5 Liudesys_27',1.380000e+02,sadness
'fixed_2 Pyktis_98',1.390000e+02,anger
'fixed_8 Dziaugsmas_06',1.730000e+02,joy
'fixed_1 Liudesys_79',1.060000e+02,sadness
'fixed_2 Pyktis_99',2.030000e+02,anger
'fixed_5 Liudesys_28',8.500000e+01,sadness
'fixed_3 Dziaugsmas_01',2.130000e+02,joy
'fixed_8 Dziaugsmas_07',1.690000e+02,joy
'fixed_1 Liudesys_80',1.240000e+02,sadness
'fixed_5 Liudesys_29',1.450000e+02,sadness
'fixed_3 Dziaugsmas_02',1.120000e+02,joy
'fixed_1 Liudesys_81',2.160000e+02,sadness
'fixed_8 Dziaugsmas_08',1.130000e+02,joy
'fixed_3 Dziaugsmas_03',3.300000e+01,joy
'fixed_5 Liudesys_30',6.200000e+01,sadness
'fixed_8 Dziaugsmas_09',2.440000e+02,joy
'fixed_8 Dziaugsmas_10',1.270000e+02,joy
'fixed_3 Dziaugsmas_04',1.120000e+02,joy
'fixed_5 Liudesys_31',2.310000e+02,sadness
'fixed_3 Dziaugsmas_05',2.800000e+02,joy
'fixed_3 Dziaugsmas_06',3.800000e+01,joy
'fixed_5 Liudesys_32',6.100000e+01,sadness
'fixed_8 Dziaugsmas_100',2.940000e+02,joy
'fixed_1 Liudesys_82',7.400000e+01,sadness
'fixed_5 Liudesys_33',1.410000e+02,sadness
'fixed_8 Dziaugsmas_11',4.500000e+01,joy
'fixed_3 Dziaugsmas_07',1.570000e+02,joy
'fixed_8 Dziaugsmas_12',7.200000e+01,joy
'fixed_5 Liudesys_34',7.700000e+01,sadness
'fixed_8 Dziaugsmas_13',1.280000e+02,joy
'fixed_1 Liudesys_83',9.600000e+01,sadness
'fixed_3 Dziaugsmas_08',8.800000e+01,joy
'fixed_5 Liudesys_35',6.200000e+01,sadness
'fixed_3 Dziaugsmas_09',1.380000e+02,joy
'fixed_1 Liudesys_84',4.600000e+01,sadness
'fixed_8 Dziaugsmas_14',1.940000e+02,joy
'fixed_1 Liudesys_85',6.200000e+01,sadness
'fixed_8 Dziaugsmas_15',1.200000e+02,joy
'fixed_3 Dziaugsmas_10',1.260000e+02,joy
'fixed_1 Liudesys_86',8.200000e+01,sadness
'fixed_8 Dziaugsmas_16',1.010000e+02,joy
'fixed_1 Liudesys_87',7.000000e+01,sadness
'fixed_8 Dziaugsmas_17',9.000000e+01,joy
'fixed_1 Liudesys_88',2.000000e+02,sadness
'fixed_3 Dziaugsmas_100',2.860000e+02,joy
'fixed_5 Liudesys_36',3.900000e+01,sadness
'fixed_3 Dziaugsmas_11',2.300000e+01,joy
'fixed_1 Liudesys_89',2.920000e+02,sadness
'fixed_8 Dziaugsmas_18',6.100000e+01,joy
'fixed_5 Liudesys_37',1.510000e+02,sadness
'fixed_1 Liudesys_90',7.800000e+01,sadness
'fixed_8 Dziaugsmas_19',2.910000e+02,joy
'fixed_3 Dziaugsmas_12',2.780000e+02,joy
'fixed_1 Liudesys_91',9.200000e+01,sadness
'fixed_8 Dziaugsmas_20',2.160000e+02,joy
'fixed_1 Liudesys_92',6.400000e+01,sadness
'fixed_3 Dziaugsmas_13',1.040000e+02,joy
'fixed_5 Liudesys_38',2.500000e+01,sadness
'fixed_8 Dziaugsmas_21',4.700000e+01,joy
'fixed_1 Liudesys_93',2.460000e+02,sadness
'fixed_5 Liudesys_39',2.930000e+02,sadness
'fixed_3 Dziaugsmas_14',4.200000e+01,joy
'fixed_8 Dziaugsmas_22',6.400000e+01,joy
'fixed_8 Dziaugsmas_23',8.900000e+01,joy
'fixed_3 Dziaugsmas_15',1.560000e+02,joy
'fixed_8 Dziaugsmas_24',2.700000e+02,joy
'fixed_5 Liudesys_40',8.100000e+01,sadness
'fixed_3 Dziaugsmas_16',1.140000e+02,joy
'fixed_5 Liudesys_41',1.040000e+02,sadness
'fixed_3 Dziaugsmas_17',6.200000e+01,joy
'fixed_1 Liudesys_94',1.930000e+02,sadness
'fixed_8 Dziaugsmas_25',8.100000e+01,joy
'fixed_5 Liudesys_42',1.640000e+02,sadness
'fixed_1 Liudesys_95',1.060000e+02,sadness
'fixed_3 Dziaugsmas_18',2.180000e+02,joy
'fixed_1 Liudesys_96',1.840000e+02,sadness
'fixed_8 Dziaugsmas_26',2.900000e+01,joy
'fixed_5 Liudesys_43',1.150000e+02,sadness
'fixed_8 Dziaugsmas_27',1.670000e+02,joy
'fixed_8 Dziaugsmas_28',1.430000e+02,joy
'fixed_1 Liudesys_97',9.700000e+01,sadness
'fixed_8 Dziaugsmas_29',1.950000e+02,joy
'fixed_3 Dziaugsmas_19',2.710000e+02,joy
'fixed_5 Liudesys_44',1.790000e+02,sadness
'fixed_8 Dziaugsmas_30',5.100000e+01,joy
'fixed_3 Dziaugsmas_20',2.150000e+02,joy
'fixed_8 Dziaugsmas_31',2.070000e+02,joy
'fixed_5 Liudesys_45',1.740000e+02,sadness
'fixed_3 Dziaugsmas_21',5.000000e+01,joy
'fixed_1 Liudesys_98',3.300000e+01,sadness
'fixed_8 Dziaugsmas_32',5.900000e+01,joy
'fixed_3 Dziaugsmas_22',2.300000e+02,joy
'fixed_3 Dziaugsmas_23',8.400000e+01,joy
'fixed_5 Liudesys_46',1.420000e+02,sadness
'fixed_8 Dziaugsmas_33',6.300000e+01,joy
'fixed_1 Liudesys_99',7.900000e+01,sadness
'fixed_3 Dziaugsmas_24',2.950000e+02,joy
'fixed_5 Liudesys_47',4.700000e+01,sadness
'fixed_8 Dziaugsmas_34',7.400000e+01,joy
'fixed_8 Dziaugsmas_35',1.470000e+02,joy
'fixed_3 Dziaugsmas_25',8.800000e+01,joy
'fixed_5 Liudesys_48',1.030000e+02,sadness
'fixed_8 Dziaugsmas_36',4.200000e+01,joy
'fixed_3 Dziaugsmas_26',2.300000e+01,joy
'fixed_1 Neutrali_01',1.460000e+02,neutral
'fixed_5 Liudesys_49',1.820000e+02,sadness
'fixed_8 Dziaugsmas_37',2.040000e+02,joy
'fixed_1 Neutrali_02',1.600000e+01,neutral
'fixed_8 Dziaugsmas_38',1.030000e+02,joy
'fixed_1 Neutrali_03',1.040000e+02,neutral
'fixed_8 Dziaugsmas_39',2.390000e+02,joy
'fixed_1 Neutrali_04',1.230000e+02,neutral
'fixed_3 Dziaugsmas_27',6.900000e+01,joy
'fixed_8 Dziaugsmas_40',8.800000e+01,joy
'fixed_5 Liudesys_50',6.200000e+01,sadness
'fixed_3 Dziaugsmas_28',1.160000e+02,joy
'fixed_8 Dziaugsmas_41',1.330000e+02,joy
'fixed_3 Dziaugsmas_29',1.440000e+02,joy
'fixed_8 Dziaugsmas_42',2.440000e+02,joy
'fixed_3 Dziaugsmas_30',2.000000e+02,joy
'fixed_1 Neutrali_05',2.720000e+02,neutral
'fixed_8 Dziaugsmas_43',1.050000e+02,joy
'fixed_3 Dziaugsmas_31',2.180000e+02,joy
'fixed_3 Dziaugsmas_32',6.100000e+01,joy
'fixed_8 Dziaugsmas_44',1.940000e+02,joy
'fixed_5 Liudesys_51',2.030000e+02,sadness
'fixed_8 Dziaugsmas_45',2.080000e+02,joy
'fixed_5 Liudesys_52',3.150000e+02,sadness
'fixed_8 Dziaugsmas_46',1.460000e+02,joy
'fixed_5 Liudesys_53',2.920000e+02,sadness
'fixed_1 Neutrali_06',4.400000e+01,neutral
'fixed_1 Neutrali_07',1.750000e+02,neutral
'fixed_3 Dziaugsmas_33',1.310000e+02,joy
'fixed_5 Liudesys_54',2.450000e+02,sadness
'fixed_1 Neutrali_08',2.460000e+02,neutral
'fixed_8 Dziaugsmas_47',6.800000e+01,joy
'fixed_1 Neutrali_09',1.520000e+02,neutral
'fixed_3 Dziaugsmas_34',3.080000e+02,joy
'fixed_8 Dziaugsmas_48',1.090000e+02,joy
'fixed_3 Dziaugsmas_35',5.600000e+01,joy
'fixed_3 Dziaugsmas_36',2.400000e+01,joy
'fixed_8 Dziaugsmas_49',1.410000e+02,joy
'fixed_5 Liudesys_55',2.030000e+02,sadness
'fixed_1 Neutrali_10',6.000000e+01,neutral
'fixed_3 Dziaugsmas_37',7.700000e+01,joy
'fixed_8 Dziaugsmas_50',1.380000e+02,joy
'fixed_1 Neutrali_100',2.680000e+02,neutral
'fixed_5 Liudesys_56',1.280000e+02,sadness
'fixed_8 Dziaugsmas_51',6.000000e+01,joy
'fixed_3 Dziaugsmas_38',9.000000e+01,joy
'fixed_8 Dziaugsmas_52',1.560000e+02,joy
'fixed_8 Dziaugsmas_53',3.080000e+02,joy
'fixed_5 Liudesys_57',2.410000e+02,sadness
'fixed_8 Dziaugsmas_54',2.290000e+02,joy
'fixed_3 Dziaugsmas_39',2.460000e+02,joy
'fixed_8 Dziaugsmas_55',1.690000e+02,joy
'fixed_1 Neutrali_11',2.800000e+01,neutral
'fixed_1 Neutrali_12',8.000000e+01,neutral
'fixed_1 Neutrali_13',1.160000e+02,neutral
'fixed_5 Liudesys_58',1.350000e+02,sadness
'fixed_8 Dziaugsmas_56',5.700000e+01,joy
'fixed_1 Neutrali_14',4.900000e+01,neutral
'fixed_3 Dziaugsmas_40',7.900000e+01,joy
'fixed_5 Liudesys_59',1.880000e+02,sadness
'fixed_1 Neutrali_15',2.220000e+02,neutral
'fixed_3 Dziaugsmas_41',2.290000e+02,joy
'fixed_1 Neutrali_16',9.200000e+01,neutral
'fixed_5 Liudesys_60',1.490000e+02,sadness
'fixed_1 Neutrali_17',6.500000e+01,neutral
'fixed_1 Neutrali_18',2.110000e+02,neutral
'fixed_8 Dziaugsmas_57',1.490000e+02,joy
'fixed_1 Neutrali_19',1.670000e+02,neutral
'fixed_8 Dziaugsmas_58',3.020000e+02,joy
'fixed_1 Neutrali_20',2.350000e+02,neutral
'fixed_1 Neutrali_21',4.200000e+01,neutral
'fixed_3 Dziaugsmas_42',3.200000e+01,joy
'fixed_8 Dziaugsmas_59',2.050000e+02,joy
'fixed_5 Liudesys_61',3.300000e+01,sadness
'fixed_3 Dziaugsmas_43',7.200000e+01,joy
'fixed_1 Neutrali_22',6.600000e+01,neutral
'fixed_5 Liudesys_62',1.650000e+02,sadness
'fixed_8 Dziaugsmas_60',5.700000e+01,joy
'fixed_1 Neutrali_23',6.500000e+01,neutral
'fixed_5 Liudesys_63',6.500000e+01,sadness
'fixed_8 Dziaugsmas_61',4.400000e+01,joy
'fixed_3 Dziaugsmas_44',1.840000e+02,joy
'fixed_1 Neutrali_24',3.050000e+02,neutral
'fixed_5 Liudesys_64',3.090000e+02,sadness
'fixed_1 Neutrali_25',1.070000e+02,neutral
'fixed_3 Dziaugsmas_45',1.640000e+02,joy
'fixed_8 Dziaugsmas_62',2.090000e+02,joy
'fixed_5 Liudesys_65',1.100000e+02,sadness
'fixed_1 Neutrali_26',3.000000e+01,neutral
'fixed_3 Dziaugsmas_46',1.360000e+02,joy
'fixed_5 Liudesys_66',8.600000e+01,sadness
'fixed_8 Dziaugsmas_63',6.600000e+01,joy
'fixed_3 Dziaugsmas_47',4.400000e+01,joy
'fixed_1 Neutrali_27',1.960000e+02,neutral
'fixed_1 Neutrali_28',1.780000e+02,neutral
'fixed_1 Neutrali_29',2.910000e+02,neutral
'fixed_5 Liudesys_67',1.930000e+02,sadness
'fixed_1 Neutrali_30',2.010000e+02,neutral
'fixed_3 Dziaugsmas_48',1.740000e+02,joy
'fixed_8 Dziaugsmas_64',8.700000e+01,joy
'fixed_1 Neutrali_31',2.400000e+01,neutral
'fixed_5 Liudesys_68',3.700000e+01,sadness
'fixed_8 Dziaugsmas_65',1.690000e+02,joy
'fixed_3 Dziaugsmas_49',7.300000e+01,joy
'fixed_1 Neutrali_32',2.400000e+01,neutral
'fixed_8 Dziaugsmas_66',2.480000e+02,joy
'fixed_3 Dziaugsmas_50',9.900000e+01,joy
'fixed_8 Dziaugsmas_67',1.500000e+02,joy
'fixed_3 Dziaugsmas_51',2.020000e+02,joy
'fixed_8 Dziaugsmas_68',2.450000e+02,joy
'fixed_1 Neutrali_33',4.900000e+01,neutral
'fixed_3 Dziaugsmas_52',1.470000e+02,joy
'fixed_8 Dziaugsmas_69',2.660000e+02,joy
'fixed_1 Neutrali_34',8.800000e+01,neutral
'fixed_3 Dziaugsmas_53',2.410000e+02,joy
'fixed_3 Dziaugsmas_54',2.370000e+02,joy
'fixed_5 Liudesys_69',2.970000e+02,sadness
'fixed_8 Dziaugsmas_70',1.960000e+02,joy
'fixed_1 Neutrali_35',6.500000e+01,neutral
'fixed_3 Dziaugsmas_55',1.860000e+02,joy
'fixed_1 Neutrali_36',3.700000e+01,neutral
'fixed_8 Dziaugsmas_71',3.040000e+02,joy
'fixed_5 Liudesys_70',8.400000e+01,sadness
'fixed_3 Dziaugsmas_56',1.190000e+02,joy
'fixed_1 Neutrali_37',1.550000e+02,neutral
'fixed_5 Liudesys_71',3.870000e+02,sadness
'fixed_3 Dziaugsmas_57',1.510000e+02,joy
'fixed_3 Dziaugsmas_58',2.710000e+02,joy
'fixed_8 Dziaugsmas_72',8.300000e+01,joy
'fixed_1 Neutrali_38',7.900000e+01,neutral
'fixed_1 Neutrali_39',2.990000e+02,neutral
'fixed_3 Dziaugsmas_59',1.740000e+02,joy
'fixed_5 Liudesys_72',6.700000e+01,sadness
'fixed_8 Dziaugsmas_73',3.250000e+02,joy
'fixed_1 Neutrali_40',6.700000e+01,neutral
'fixed_5 Liudesys_73',7.100000e+01,sadness
'fixed_8 Dziaugsmas_74',2.860000e+02,joy
'fixed_1 Neutrali_41',1.440000e+02,neutral
'fixed_1 Neutrali_42',6.900000e+01,neutral
'fixed_5 Liudesys_74',1.410000e+02,sadness
'fixed_8 Dziaugsmas_75',8.700000e+01,joy
'fixed_1 Neutrali_43',1.260000e+02,neutral
'fixed_3 Dziaugsmas_60',1.220000e+02,joy
'fixed_1 Neutrali_44',2.410000e+02,neutral
'fixed_8 Dziaugsmas_76',2.320000e+02,joy
'fixed_3 Dziaugsmas_61',1.730000e+02,joy
'fixed_1 Neutrali_45',2.500000e+02,neutral
'fixed_5 Liudesys_75',7.700000e+01,sadness
'fixed_8 Dziaugsmas_77',7.600000e+01,joy
'fixed_1 Neutrali_46',1.890000e+02,neutral
'fixed_8 Dziaugsmas_78',5.800000e+01,joy
'fixed_5 Liudesys_76',3.020000e+02,sadness
'fixed_3 Dziaugsmas_62',2.340000e+02,joy
'fixed_8 Dziaugsmas_79',1.150000e+02,joy
'fixed_1 Neutrali_47',6.500000e+01,neutral
'fixed_8 Dziaugsmas_80',1.590000e+02,joy
'fixed_5 Liudesys_77',5.800000e+01,sadness
'fixed_1 Neutrali_48',1.080000e+02,neutral
'fixed_3 Dziaugsmas_63',6.000000e+01,joy
'fixed_8 Dziaugsmas_81',1.930000e+02,joy
'fixed_5 Liudesys_78',2.170000e+02,sadness
'fixed_1 Neutrali_49',8.900000e+01,neutral
'fixed_1 Neutrali_50',1.200000e+02,neutral
'fixed_8 Dziaugsmas_82',7.100000e+01,joy
'fixed_5 Liudesys_79',1.150000e+02,sadness
'fixed_8 Dziaugsmas_83',1.910000e+02,joy
'fixed_5 Liudesys_80',1.250000e+02,sadness
'fixed_8 Dziaugsmas_84',4.100000e+01,joy
'fixed_1 Neutrali_51',5.800000e+01,neutral
'fixed_8 Dziaugsmas_85',1.380000e+02,joy
'fixed_3 Dziaugsmas_64',1.540000e+02,joy
'fixed_8 Dziaugsmas_86',7.800000e+01,joy
'fixed_3 Dziaugsmas_65',1.590000e+02,joy
'fixed_5 Liudesys_81',2.010000e+02,sadness
'fixed_1 Neutrali_52',1.680000e+02,neutral
'fixed_3 Dziaugsmas_66',9.200000e+01,joy
'fixed_8 Dziaugsmas_87',1.020000e+02,joy
'fixed_8 Dziaugsmas_88',7.900000e+01,joy
'fixed_1 Neutrali_53',3.500000e+01,neutral
'fixed_5 Liudesys_82',8.000000e+01,sadness
'fixed_3 Dziaugsmas_67',1.460000e+02,joy
'fixed_8 Dziaugsmas_89',1.220000e+02,joy
'fixed_5 Liudesys_83',1.740000e+02,sadness
'fixed_1 Neutrali_54',1.250000e+02,neutral
'fixed_8 Dziaugsmas_90',2.050000e+02,joy
'fixed_3 Dziaugsmas_68',2.780000e+02,joy
'fixed_5 Liudesys_84',3.600000e+01,sadness
'fixed_1 Neutrali_55',6.300000e+01,neutral
'fixed_8 Dziaugsmas_91',7.600000e+01,joy
'fixed_3 Dziaugsmas_69',2.610000e+02,joy
'fixed_5 Liudesys_85',3.790000e+02,sadness
'fixed_1 Neutrali_56',4.700000e+01,neutral
'fixed_3 Dziaugsmas_70',1.440000e+02,joy
'fixed_5 Liudesys_86',7.300000e+01,sadness
'fixed_8 Dziaugsmas_92',8.300000e+01,joy
'fixed_3 Dziaugsmas_71',3.160000e+02,joy
'fixed_5 Liudesys_87',7.100000e+01,sadness
'fixed_1 Neutrali_57',2.410000e+02,neutral
'fixed_3 Dziaugsmas_72',1.300000e+02,joy
'fixed_1 Neutrali_58',3.030000e+02,neutral
